movieId,title,genres,Poster
3432,Death Wish 3 (1985),Action|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BYWE3ZGYzZmQtNjc0Yy00NTkzLTkxZTQtNTljNzE5NGU2ZjJlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3435,Double Indemnity (1944),Crime|Drama|Film-Noir,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmRmYmZkZTktZDc5ZC00ZjZmLTg4NWMtYjM3MjcyNTVjNGQ5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
3436,Dying Young (1991),Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwOTg4NDU5OF5BMl5BanBnXkFtZTcwNzA5MDUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
3437,Cool as Ice (1991),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNTY5ODU3OV5BMl5BanBnXkFtZTcwNDA1ODgxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzg3NTQ4NDk5NV5BMl5BanBnXkFtZTgwNzMzNDg4NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDU5ZDVjZWUtM2I5ZC00ZmVmLWExZGUtZWUzYzBkMWVmZWI4XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg"
3440,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0NjU1OTE4MTJeQTJeQWpwZ15BbWU3MDc1OTEzMjE@._V1_UY268_CR1,0,182,268_AL_.jpg"
3441,Red Dawn (1984),Action|Drama|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzgzNjcwMjI3MF5BMl5BanBnXkFtZTcwNDAxNTQyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3442,Band of the Hand (1986),Action|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDE0ODMzZmMtZDY1YS00YTkwLTgxNDEtMmY4YWJmODA5NjM3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UY268_CR3,0,182,268_AL_.jpg"
3444,Bloodsport (1988),Action,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTJmMGEzMTQtMzQzMi00YjE1LWI4MTctNjY0NWZiYzE2MDVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3445,Eyes of Laura Mars (1978),Mystery|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDFhMzQ2ZmYtMWM3NC00ZWQ2LTkwOTAtZjcyYTBjZThkYmJmXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg"
3446,Funny Bones (1995),Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BODk0NzYzMzc4OF5BMl5BanBnXkFtZTcwOTQyNTUyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzJkOTNiMDctNTYwZC00MmEyLTk5YmMtZmFlZjA2YzhkNGNhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
3450,Grumpy Old Men (1993),Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzNiYzQyNGEtYjFiOS00OTcyLTg5YzItMDQ2ZGRmZjE1N2Y4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3451,Guess Who's Coming to Dinner (1967),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTVmMTk2NjUtNjVjNC00OTcwLWE4OWEtNzA4Mjk1ZmIwNDExXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5Nzg1MjA5M15BMl5BanBnXkFtZTYwNzAxNzg2._V1_UX182_CR0,0,182,268_AL_.jpg"
3453,Here on Earth (2000),Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTc3MDk4NTk2Nl5BMl5BanBnXkFtZTcwMzc4NDE1MQ@@._V1_UY268_CR9,0,182,268_AL_.jpg"
3454,Whatever It Takes (2000),Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNTIyNDEwNV5BMl5BanBnXkFtZTcwNDg3ODUyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
3457,Waking the Dead (2000),Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzMTcwMDA1OF5BMl5BanBnXkFtZTYwMTc0NzY4._V1_UY268_CR2,0,182,268_AL_.jpg"
3459,Gothic (1986),Drama|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMDAyMjMzNl5BMl5BanBnXkFtZTcwNzUzODAyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3460,Hillbillys in a Haunted House (1967),Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BNmY5OWZiMTgtNTg5Zi00ZGQ5LWEyMzEtZTMyNDAzZGFhMDQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3461,Lord of the Flies (1963),Adventure|Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1Mjc4MDA4MV5BMl5BanBnXkFtZTcwNDI2NTIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
3462,Modern Times (1936),Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjJiZjMzYzktNjU0NS00OTkxLWEwYzItYzdhYWJjN2QzMTRlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
3465,That's Life! (1986),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0Nzg4Nzg3Ml5BMl5BanBnXkFtZTYwNTI1NDA5._V1_UY268_CR4,0,182,268_AL_.jpg"
3466,Heart and Souls (1993),Comedy|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTQ4NGEzZjQtNzI3Mi00NjhiLWI0M2QtYTNkMmFkMTA2ZmQ5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR0,0,182,268_AL_.jpg"
3467,Hud (1963),Drama|Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjA3MzFlZDQtNTY3Ny00OTM1LWI1ODctNmE4ZWM5ZTU2MjA5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
3469,Inherit the Wind (1960),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NzYzZjctMWI1Yy00NTRmLTkxZmYtYjQyM2Y4NDNiMDcxXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
3470,Dersu Uzala (1975),Adventure|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2QyNGQ5ZjgtZDY2OS00NjM3LWEwM2MtMDY4YjJlOGJlY2VmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR3,0,182,268_AL_.jpg"
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM1NjE5NjQxN15BMl5BanBnXkFtZTgwMjYzMzQxMDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3474,Retroactive (1997),Sci-Fi|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxODIwNDA3Nl5BMl5BanBnXkFtZTcwNDEyNzUyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
3476,Jacob's Ladder (1990),Horror|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwMDMxNzIzMF5BMl5BanBnXkFtZTgwMDMxNzQxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3477,Empire Records (1995),Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMmQ1NmItOWEyOC00NzZjLWE0NWItNmE1NmNkY2NmODk5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
3479,Ladyhawke (1985),Adventure|Fantasy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BYmYyNzBjNGUtOGYwZi00ZTVjLWE5YzYtZTcyMjFiMDExYmVkXkEyXkFqcGdeQXVyNjU0MTA3NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
3480,Lucas (1986),Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4NTM1ODEzOF5BMl5BanBnXkFtZTYwNDk0NDk5._V1_UY268_CR4,0,182,268_AL_.jpg"
3481,High Fidelity (2000),Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxMTI1ODYyOV5BMl5BanBnXkFtZTYwNjQyOTI3._V1_UY268_CR6,0,182,268_AL_.jpg"
3489,Hook (1991),Adventure|Comedy|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2MzYzOTQyMF5BMl5BanBnXkFtZTcwNDM2NDU2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3490,Horror Express (1972),Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1NzczMzgxMF5BMl5BanBnXkFtZTcwNTc3MzczMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
3491,My Chauffeur (1986),Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjE4NmQzZWQtOWU4MS00NTlhLThmYjctYzlhMGM1YmZiMTNhL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3494,True Grit (1969),Adventure|Drama|Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwNzRlMzUtODIwMS00N2IwLWE1ZTgtODYzNWY0MGJhODY3XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg"
3495,Roadside Prophets (1992),Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzODA0NjU2Nl5BMl5BanBnXkFtZTcwMjMxOTUzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
3496,Madame Sousatzka (1988),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0MDk5MzM4MF5BMl5BanBnXkFtZTcwNDU0NDUxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3497,Max Dugan Returns (1983),Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxODI5Nzg5Ml5BMl5BanBnXkFtZTcwNTYxMjAzMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
3498,Midnight Express (1978),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDU1MjQ0YWMtMWQ2MS00NTdmLTg1MGItNDA5NTNkNTRhOTIyXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
3499,Misery (1990),Drama|Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzY0ODQ3MTMxN15BMl5BanBnXkFtZTgwMDkwNTg4NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3500,Mr. Saturday Night (1992),Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNTIzMDg3NF5BMl5BanBnXkFtZTcwMjgzODEyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
3501,Murphy's Romance (1985),Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2MTkxNTk1NF5BMl5BanBnXkFtZTcwOTE5MzkxMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
3502,My Life (1993),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BODc1NDMwMDE4OF5BMl5BanBnXkFtZTcwOTAzMTkyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
3504,Network (1976),Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzk5MjcxNTg2MF5BMl5BanBnXkFtZTgwMzY2MTUxMDE@._V1_UY268_CR9,0,182,268_AL_.jpg"
3505,No Way Out (1987),Drama|Mystery|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzliYmFjZmYtMTQ4OS00MmM1LWI2NDItYWNkMTBhZWY2M2QwL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
3506,North Dallas Forty (1979),Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NjE4NTAzOF5BMl5BanBnXkFtZTcwMDk5MjUxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
3510,Frequency (2000),Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NTgyOTIxN15BMl5BanBnXkFtZTYwMTUwODY3._V1_UX182_CR0,0,182,268_AL_.jpg"
3511,Ready to Rumble (2000),Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMjYyOTA4OV5BMl5BanBnXkFtZTYwMDAyNjE3._V1_UX182_CR0,0,182,268_AL_.jpg"
3512,Return to Me (2000),Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwNDEzODU3Nl5BMl5BanBnXkFtZTcwMjI0NzU2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3513,Rules of Engagement (2000),Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjZmNWI1MTgtZjVjNi00M2FjLWI4YjUtNzkwNmYyMzM4NjMwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
3519,Force 10 from Navarone (1978),Action|Drama|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTNjZGYyYzktMDYyOC00NDMwLTg3MGItNjU2MGQwN2I5MjlhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
3520,How to Stuff a Wild Bikini (1965),Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwNjY0MzU4OF5BMl5BanBnXkFtZTcwMzMzODE0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3521,Mystery Train (1989),Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxNTgyMTkxODJeQTJeQWpwZ15BbWU3MDAzNzMxMzM@._V1_UY268_CR3,0,182,268_AL_.jpg"
3524,Arthur (1981),Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0OTI2Mjg2OF5BMl5BanBnXkFtZTYwNzk0NDI5._V1_UY268_CR9,0,182,268_AL_.jpg"
3525,Bachelor Party (1984),Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjlhOWNmZTYtMThmOS00NWNkLTgwODItNzFiZmUyYWI2YThiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
3526,Parenthood (1989),Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3OTIwNzI2OV5BMl5BanBnXkFtZTgwNjgwNTcxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3527,Predator (1987),Action|Sci-Fi|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2QwYmFmZTEtNzY2Mi00ZWMyLWEwY2YtMGIyNGZjMWExOWEyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
3531,All the Vermeers in New York (1990),Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NDExMjkzOF5BMl5BanBnXkFtZTcwMDgxMjIyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
3534,28 Days (2000),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDlkMmE5ZTEtNTA0YS00OTBjLTgyYmEtMGExMzJkOTRjNDg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3535,American Psycho (2000),Crime|Horror|Mystery|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyMTYwMTI0N15BMl5BanBnXkFtZTgwNTU2NTYxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3536,Keeping the Faith (2000),Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxNzg3MzQ3Nl5BMl5BanBnXkFtZTYwOTY4Nzc5._V1_UY268_CR1,0,182,268_AL_.jpg"
3537,Where the Money Is (2000),Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2MzY3NTExMF5BMl5BanBnXkFtZTcwNjU2ODkxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
3540,Passion of Mind (2000),Drama|Mystery|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjMxNjg1NjY2OF5BMl5BanBnXkFtZTcwOTIwNDMyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3543,Diner (1982),Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzcwMGNhNDMtYjVlOC00NjA4LTk1M2MtOTI2OGVmMDMxNWUwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3545,Cabaret (1972),Drama|Musical,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTEyMzc0Mjk5MV5BMl5BanBnXkFtZTgwMjI2NDIwMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3546,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmI0M2VmNTgtMWVhYS00Zjg1LTk1YTYtNmJmMjRkZmMwYTc2XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
3547,Prick Up Your Ears (1987),Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4NjYxNTE0MV5BMl5BanBnXkFtZTcwMDMwMzg4NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3548,Auntie Mame (1958),Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyOTg0NTc2Ml5BMl5BanBnXkFtZTcwMTA1NTUxMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
3549,Guys and Dolls (1955),Comedy|Musical|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGJlZTBiZTAtN2I3ZS00NzJmLWEwOTAtYjlkZjg0NzVmOTJkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UY268_CR0,0,182,268_AL_.jpg"
3550,The Hunger (1983),Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjExNjM1NDM3OF5BMl5BanBnXkFtZTcwNzU2OTY1Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3551,Marathon Man (1976),Crime|Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmEzYTg1YzktMWUwNy00ZmQ4LWJlYTItNjViOGMzNDJkODA4XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg"
3552,Caddyshack (1980),Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2I1NWE2NzctNzNkYS00Nzg5LWEwZTQtN2I3Nzk3MTQwMDY2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3553,Gossip (2000),Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzg3NDFiMmEtZWI1Ni00ZWY2LTg2NmItYzg5ZTgxMjEzZDI4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR1,0,182,268_AL_.jpg"
3555,U-571 (2000),Action|Thriller|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDE0YzUwMzMtY2NhZS00OGYxLWFhOWItN2ZlZThjOTA0NDQ4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3557,Jennifer 8 (1992),Mystery|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxMTk3NTc1OV5BMl5BanBnXkFtZTcwMTc5NzMyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
3559,Limelight (1952),Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTg2NmZmM2EtYmFjMi00MGI5LTg3MjItMWEzYzk4ZDgyODA1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3565,Where the Heart Is (2000),Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4NTIzNjIwNl5BMl5BanBnXkFtZTcwODY2MTU1MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
3567,Bossa Nova (2000),Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwODA2NDc3MV5BMl5BanBnXkFtZTcwMTE3NjUyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
3572,Carnosaur (1993),Horror|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxMTEwNTcyMF5BMl5BanBnXkFtZTcwMTg1NTIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
3573,Carnosaur 2 (1995),Horror|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4Njc0Njc4NV5BMl5BanBnXkFtZTcwNTkzMTMyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
3574,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3ODE5ODA2Nl5BMl5BanBnXkFtZTcwMjQxOTAzMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
3575,Defying Gravity (1997),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMjUzNDY5MV5BMl5BanBnXkFtZTcwNTU2MzMyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
3577,Two Moon Junction (1988),Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2FmZmEzNWMtODk2Ni00Mzk1LTg4ZGItZGI1OWQxNTdlODNjXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
3578,Gladiator (2000),Action|Adventure|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
3579,I Dreamed of Africa (2000),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjc3NzkyMjQzM15BMl5BanBnXkFtZTcwNjk1NzkxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
3580,Up at the Villa (2000),Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MzIzNzAwMF5BMl5BanBnXkFtZTcwODAxODAwMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
3581,Human Traffic (1999),Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxNzQ1OTQ4Ml5BMl5BanBnXkFtZTcwNjc4MTIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
3584,Breathless (1983),Action|Drama|Romance|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BODE0MDE2MTg2M15BMl5BanBnXkFtZTcwNjE2NjgyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3587,Inferno (1980),Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTljNjEwZjAtYTcwYy00MDY3LTkxN2YtYWI1MTQ2OWUwY2EyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3591,Mr. Mom (1983),Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyMzg0MTkwNV5BMl5BanBnXkFtZTgwOTA2NzEyMDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
3593,Battlefield Earth (2000),Action|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0Njk2OTM3OF5BMl5BanBnXkFtZTYwNTAyMzc3._V1_UX182_CR0,0,182,268_AL_.jpg"
3594,Center Stage (2000),Drama|Musical,"https://images-na.ssl-images-amazon.com/images/M/MV5BODk2MjYwNDQ4MV5BMl5BanBnXkFtZTYwNzc1NDY2._V1_UX182_CR0,0,182,268_AL_.jpg"
3596,Screwed (2000),Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjMzNzcyMzU0OV5BMl5BanBnXkFtZTYwNDM5Mjg5._V1_UX182_CR0,0,182,268_AL_.jpg"
3598,Hamlet (2000),Crime|Drama|Romance|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTA0MWFhY2MtMWEwMS00OWJlLWJlNzEtZGRjOTg2YzRlNWUwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
3598,Hamlet (2000),Crime|Drama|Romance|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1NzgwNDgwNV5BMl5BanBnXkFtZTcwNTU1ODAwMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg"
3599,Anchors Aweigh (1945),Comedy|Musical,"https://images-na.ssl-images-amazon.com/images/M/MV5BNmEyNzUzNTctZDM1MS00ODYwLTgyYzgtOGVlNTU3YWNjODhiXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3600,Blue Hawaii (1961),Comedy|Musical,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTRmYWJlMTMtMzM0NS00MmM3LWFlM2EtYTI1YmY5YjJlMDcwXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg"
3602,G.I. Blues (1960),Comedy|Musical|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWIzMmYzMzItMDliZS00Y2YzLTgxODktODNkZWZjMmE2ZDZiXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg"
3604,Gypsy (1962),Musical,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2FiYWQzOGItZjBlNS00ZjMyLWEwZjAtYzMwYTlmNGI1MzZlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
